぀ : 0              , ぁ : 6754           , あ : 131288         , ぃ : 23996          , 
宰 : 69             , 了 : 724            , 窒 : 99             , 肥 : 195            , 訪 : 632            , 
償 : 168            , 契 : 378            , 除 : 866            , 炭 : 491            , 怒 : 206            , 
鱗 : 40             , 臨 : 147            , 淀 : 7              , 母 : 933            , 浅 : 135            , 
控 : 116            , 舎 : 244            , 緊 : 231            , 察 : 730            , 辻 : 26             , 
仁 : 48             , 唯 : 658            , 握 : 193            , 桁 : 111            , 桶 : 41             , 
儲 : 29             , 猪 : 46             , 逸 : 81             , 碑 : 77             , 岬 : 95             , 
祖 : 274            , 桐 : 31             , 朋 : 10             , 任 : 1648           , 蜷 : 4              , 
瓢 : 13             , 潟 : 56             , 階 : 822            , 訳 : 51957          , 穴 : 302            , 
汚 : 284            , 粒 : 321            , 顔 : 525            , 尊 : 176            , 礎 : 213            , 
識 : 1173           , 菊 : 76             , 麦 : 415            , 径 : 125            , 絡 : 279            , 
網 : 167            , 翌 : 152            , 烈 : 34             , 阪 : 248            , 軌 : 172            , 
存 : 2125           , 烙 : 4              , 完 : 1221           , 甚 : 15             , 葬 : 208            , 
妹 : 235            , 埼 : 61             , 慶 : 76             , 虚 : 88             , 僧 : 120            , 
編 : 716            , 蓋 : 91             , 疫 : 116            , 針 : 202            , 壁 : 496            , 
撃 : 1280           , 曜 : 445            , 廣 : 8              , 亮 : 20             , 蝶 : 90             , 
翅 : 32             , 向 : 2346           , 難 : 959            , 験 : 1308           , 苔 : 31             , 
邦 : 697            , 捜 : 246            , 假 : 2              , 毒 : 304            , 談 : 283            , 
綾 : 21             , 徒 : 505            , 恐 : 422            , 雑 : 701            , 孔 : 64             , 
宿 : 296            , 媒 : 99             , 曾 : 27             , 詰 : 247            , 拾 : 61             , 
揖 : 4              , 斐 : 17             , 岐 : 118            , 阜 : 40             , 藁 : 23             , 
蒸 : 283            , 勘 : 82             , 隣 : 335            , 軒 : 66             , 厄 : 33             , 
邸 : 80             , 駆 : 261            , 逐 : 39             , 揺 : 86             , 吐 : 99             , 
酔 : 115            , 盟 : 629            , 罷 : 13             , 怠 : 26             , 飼 : 397            , 
劣 : 94             , 蛇 : 172            , 酬 : 95             , 蛮 : 20             , 寝 : 593            , 
扉 : 99             , 貫 : 164            , 珠 : 122            , 豚 : 170            , 軋 : 3              , 
轢 : 8              , 併 : 213            , 緒 : 830            , 殻 : 157            , 講 : 254            , 
館 : 1323           , 薫 : 16             , 漬 : 133            , 斧 : 39             , 浸 : 125            , 
透 : 164            , 誌 : 421            , 啄 : 7              , 冊 : 124            , 没 : 192            , 
好 : 1702           , 塵 : 40             , 瀑 : 7              , 頼 : 637            , 砲 : 192            , 
篠 : 18             , 突 : 516            , 沢 : 309            , 告 : 968            , 鮨 : 7              , 
琵 : 44             , 琶 : 44             , 酢 : 95             , 酵 : 210            , 仙 : 81             , 
冠 : 247            , 函 : 33             , 駅 : 553            , 襟 : 26             , 艦 : 306            , 
旬 : 255            , 腸 : 128            , 慣 : 320            , 私 : 5200           , 榊 : 8              , 
郁 : 6              , 恵 : 187            , 玄 : 213            , 鬼 : 119            , 柊 : 3              , 
捕 : 446            , 微 : 351            , 沖 : 170            , 縄 : 169            , 職 : 946            , 
婆 : 15             , 冷 : 822            , 緩 : 136            , 槍 : 73             , 盤 : 345            , 
勲 : 111            , 刑 : 376            , 閉 : 565            , 孤 : 177            , 覧 : 231            , 
麺 : 107            , 遣 : 114            , 轄 : 87             , 省 : 478            , 庁 : 300            , 
厚 : 156            , 紺 : 11             , 碧 : 5              , 撰 : 29             , 適 : 1591           , 
街 : 690            , 焦 : 262            , 征 : 196            , 巣 : 87             , 蜂 : 161            , 
鼎 : 7              , 扇 : 108            , 那 : 119            , 須 : 85             , 魔 : 599            , 
寮 : 45             , 狼 : 69             , 屈 : 179            , 遍 : 44             , 誇 : 229            , 
淡 : 165            , 偉 : 324            , 堅 : 59             , 幹 : 208            , 旦 : 48             , 
費 : 899            , 租 : 15             , 双 : 197            , 震 : 230            , 旁 : 2              , 
柿 : 63             , 萌 : 9              , 腕 : 285            , 循 : 74             , 環 : 770            , 
爬 : 68             , 哺 : 210            , 墓 : 222            , 睦 : 8              , 添 : 159            , 
偕 : 4              , 壇 : 59             , 密 : 690            , 課 : 404            , 沸 : 113            , 
恭 : 17             , 俊 : 56             , 謎 : 94             , 洲 : 14             , 騨 : 7              , 
貼 : 81             , 免 : 231            , 許 : 558            , 邪 : 152            , 逗 : 4              , 
暗 : 547            , 繰 : 316            , 慎 : 55             , 彼 : 5711           , 耶 : 9              , 
蘇 : 67             , 披 : 58             , 宴 : 41             , 途 : 324            , 柑 : 57             , 
橘 : 75             , 祉 : 53             , 鍾 : 9              , 洞 : 193            , 垂 : 112            , 
筍 : 8              , 畳 : 110            , 鮫 : 21             , 池 : 367            , 勇 : 159            , 
塀 : 18             , 鰹 : 13             , 頓 : 22             , 瑠 : 18             , 璃 : 18             , 
跨 : 9              , 懸 : 185            , 往 : 113            , 貢 : 306            , 献 : 515            , 
畔 : 36             , 危 : 679            , 踏 : 347            , 盧 : 4              , 鉉 : 2              , 
孝 : 41             , 鑑 : 110            , 責 : 444            , 較 : 443            , 配 : 1762           , 
韋 : 5              , 駄 : 191            , 亥 : 13             , 稜 : 18             , 煙 : 228            , 
穂 : 57             , 兜 : 18             , 載 : 607            , 藝 : 8              , 讀 : 4              , 
祝 : 360            , 拡 : 506            , 郊 : 188            , 秩 : 62             , 幣 : 113            , 
弱 : 358            , 牧 : 262            , 畜 : 223            , 塔 : 211            , 翻 : 51714          , 
豪 : 182            , 鴎 : 19             , 泪 : 1              , 瞳 : 57             , 渦 : 44             , 
貝 : 142            , 復 : 632            , 停 : 281            , 忍 : 115            , 翔 : 44             , 
柳 : 65             , 靡 : 10             , 涼 : 93             , 吊 : 57             , 鵬 : 15             , 
柏 : 19             , 盗 : 263            , 爆 : 461            , 漉 : 5              , 諸 : 598            , 
醪 : 1              , 羅 : 92             , 害 : 1113           , 彗 : 32             , 招 : 203            , 
芝 : 217            , 秘 : 306            , 塞 : 103            , 鉢 : 62             , 如 : 75             , 
兎 : 12             , 暴 : 353            , 巴 : 8              , 捨 : 181            , 玲 : 9              , 
於 : 5              , 陳 : 26             , 侶 : 58             , 況 : 461            , 雇 : 346            , 
預 : 179            , 膝 : 84             , 汁 : 153            , 泡 : 138            , 鐘 : 59             , 
蒔 : 13             , 隕 : 16             , 衝 : 218            , 伺 : 12             , 援 : 515            , 
贈 : 281            , 扱 : 320            , 侵 : 342            , 脇 : 93             , 硫 : 51             , 
卵 : 490            , 慢 : 119            , 委 : 494            , 永 : 306            , 滞 : 172            , 
彰 : 48             , 播 : 24             , 磨 : 188            , 朱 : 32             , 鈴 : 125            , 
払 : 582            , 縁 : 204            , 鏡 : 335            , 鷹 : 24             , 甲 : 217            , 
栃 : 38             , 楼 : 25             , 蘭 : 43             , 滴 : 74             , 耐 : 208            , 
敦 : 17             , 涙 : 70             , 蒲 : 19             , 霹 : 7              , 靂 : 7              , 
雷 : 174            , 匈 : 4              , 奴 : 421            , 李 : 57             , 陵 : 37             , 
罰 : 122            , 宦 : 7              , 遷 : 44             , 詳 : 279            , 斗 : 48             , 
垣 : 37             , 爵 : 118            , 辮 : 1              , 髪 : 284            , 億 : 1003           , 
嘔 : 18             , 膵 : 17             , 泌 : 80             , 賛 : 237            , 勉 : 272            , 
戻 : 838            , 廃 : 264            , 杜 : 29             , 甫 : 7              , 維 : 554            , 
敵 : 453            , 驚 : 222            , 煎 : 61             , 渋 : 92             , 悟 : 109            , 
袖 : 72             , 裄 : 2              , 准 : 47             , 錯 : 72             , 馴 : 38             , 
揮 : 302            , 僕 : 615            , 救 : 425            , 蛾 : 38             , 幻 : 141            , 
秒 : 243            , 籍 : 403            , 脊 : 67             , 椎 : 76             , 衡 : 48             , 
茫 : 2              , 繞 : 3              , 兆 : 146            , 寛 : 74             , 胸 : 185            , 
琉 : 14             , 迷 : 185            , 茹 : 33             , 硝 : 17             , 混 : 612            , 
菅 : 22             , 訛 : 22             , 還 : 151            , 蓼 : 2              , 乞 : 15             , 
辱 : 32             , 鯨 : 40             , 融 : 660            , 凝 : 82             , 勧 : 205            , 
帳 : 178            , 才 : 210            , 縮 : 334            , 芽 : 103            , 票 : 534            , 
惜 : 38             , 抹 : 24             , 筅 : 5              , 壷 : 39             , 礬 : 3              , 
鉱 : 278            , 唾 : 18             , 舗 : 176            , 迎 : 253            , 廉 : 15             , 
鮭 : 29             , 浴 : 321            , 芳 : 39             , 謂 : 1              , 股 : 65             , 
禅 : 64             , 策 : 591            , 胃 : 80             , 陣 : 110            , 爪 : 77             , 
傾 : 396            , 柴 : 64             , 昌 : 39             , 遅 : 430            , 削 : 275            , 
減 : 973            , 崇 : 60             , 昏 : 22             , 損 : 325            , 慌 : 62             , 
髄 : 48             , 荀 : 4              , 藩 : 97             , 隈 : 18             , 裕 : 182            , 
鋼 : 54             , 鍛 : 79             , 冶 : 23             , 履 : 199            , 据 : 16             , 
潰 : 72             , 銘 : 98             , 補 : 744            , 獣 : 143            , 魂 : 82             , 
忘 : 289            , 唇 : 38             , 溝 : 71             , 蔽 : 25             , 尽 : 133            , 
濾 : 12             , 卑 : 23             , 趾 : 9              , 辞 : 287            , 紐 : 47             , 
益 : 537            , 鋭 : 53             , 鈍 : 36             , 遇 : 67             , 潤 : 51             , 
擬 : 40             , 惠 : 3              , 浪 : 69             , 釘 : 68             , 膳 : 17             , 
乙 : 59             , 餐 : 21             , 腿 : 38             , 泣 : 194            , 庶 : 20             , 
綜 : 2              , 智 : 80             , 墨 : 42             , 硯 : 7              , 刷 : 151            , 
賢 : 160            , 又 : 29             , 凶 : 41             , 翁 : 5              , 鏃 : 1              , 
筈 : 17             , 債 : 274            , 宏 : 21             , 秦 : 20             , 杞 : 1              , 
憂 : 24             , 濁 : 35             , 搬 : 48             , 複 : 1089           , 蛋 : 9              , 
鍵 : 273            , 猷 : 1              , 燕 : 21             , 巌 : 16             , 卒 : 337            , 
殴 : 59             , 蹴 : 99             , 塁 : 162            , 壺 : 44             , 泥 : 116            , 
携 : 538            , 寅 : 13             , 渥 : 5              , 遭 : 86             , 賭 : 65             , 
喧 : 33             , 嘩 : 29             , 圀 : 7              , 疑 : 311            , 餌 : 81             , 
禄 : 6              , 糊 : 9              , 巾 : 29             , 揆 : 13             , 粧 : 111            , 
沙 : 45             , 汰 : 16             , 凛 : 12             , 屍 : 3              , 曙 : 3              , 
塾 : 49             , 陶 : 95             , 卍 : 5              , 后 : 36             , 芻 : 11             , 
簾 : 9              , 蛍 : 52             , 牙 : 42             , 暮 : 195            , 皐 : 10             , 
飢 : 81             , 饉 : 15             , 療 : 731            , 齢 : 372            , 蟹 : 40             , 
樽 : 28             , 痘 : 9              , 週 : 811            , 刊 : 193            , 召 : 95             , 
採 : 576            , 婿 : 15             , 竺 : 9              , 庵 : 20             , 苫 : 4              , 
濡 : 64             , 圏 : 393            , 叉 : 11             , 鴫 : 7              , 諺 : 13             , 
葱 : 7              , 鞠 : 7              , 漆 : 16             , 喰 : 24             , 彩 : 126            , 
槌 : 19             , 鍮 : 8              , 壱 : 3              , 繊 : 108            , 裂 : 223            , 
伸 : 231            , 刹 : 3              , 廊 : 85             , 坂 : 212            , 啓 : 66             , 
撞 : 5              , 敬 : 169            , 陥 : 138            , 籐 : 5              , 芭 : 15             , 
蕉 : 15             , 毀 : 5              , 姦 : 10             , 訴 : 234            , 珍 : 129            , 
閃 : 4              , 奇 : 312            , 釈 : 214            , 吠 : 58             , 妙 : 153            , 
掘 : 218            , 曳 : 4              , 靱 : 1              , 仔 : 5              , 睡 : 225            , 
雛 : 12             , 仰 : 92             , 鶏 : 203            , 卯 : 13             , 鎧 : 12             , 
眉 : 40             , 丘 : 158            , 藍 : 33             , 囃 : 16             , 葦 : 14             , 
荻 : 5              , 憑 : 8              , 愚 : 44             , 抄 : 11             , 延 : 323            , 
慈 : 100            , 蔦 : 7              , 鞜 : 4              , 薙 : 8              , 叢 : 10             , 
琺 : 2              , 瑯 : 2              , 粥 : 21             , 呪 : 69             , 黛 : 3              , 
團 : 3              , 腫 : 106            , 揃 : 81             , 依 : 402            , 錨 : 5              , 
劉 : 31             , 膨 : 150            , 恒 : 59             , 輔 : 24             , 丑 : 11             , 
詣 : 14             , 裾 : 11             , 拳 : 86             , 禿 : 14             , 嫌 : 304            , 
艮 : 1              , 浬 : 1              , 嘉 : 12             , 餅 : 61             , 寂 : 55             , 
抽 : 505            , 猟 : 102            , 芦 : 11             , 槻 : 8              , 紹 : 570            , 
筮 : 8              , 跋 : 4              , 靖 : 12             , 埋 : 251            , 嵯 : 12             , 
峨 : 13             , 蹟 : 4              , 壌 : 81             , 慮 : 318            , 糸 : 200            , 
爽 : 31             , 副 : 390            , 凡 : 31             , 稼 : 162            , 篳 : 2              , 
篥 : 2              , 藻 : 67             , 刈 : 77             , 冥 : 57             , 述 : 547            , 
却 : 254            , 漂 : 49             , 墾 : 13             , 灘 : 3              , 濯 : 133            , 
呉 : 20             , 勾 : 54             , 讐 : 53             , 誓 : 90             , 臥 : 10             , 
嘗 : 6              , 胆 : 60             , 桟 : 21             , 揉 : 24             , 肪 : 181            , 
届 : 132            , 甍 : 1              , 蒼 : 17             , 斉 : 48             , 諧 : 2              , 
到 : 395            , 看 : 173            , 裸 : 46             , 衰 : 85             , 杵 : 4              , 
昴 : 8              , 欲 : 377            , 旭 : 17             , 竣 : 5              , 吾 : 46             , 
粗 : 54             , 鬆 : 7              , 駱 : 2              , 駝 : 2              , 棚 : 305            , 
杖 : 37             , 脚 : 364            , 袴 : 7              , 暫 : 31             , 嫐 : 3              , 
逃 : 429            , 霍 : 1              , 渓 : 100            , 采 : 15             , 吽 : 1              , 
曼 : 7              , 符 : 133            , 怖 : 242            , 遮 : 57             , 竿 : 39             , 
遼 : 26             , 愼 : 1              , 飽 : 58             , 姻 : 15             , 偶 : 182            , 
摩 : 110            , 曹 : 80             , 桑 : 17             , 裳 : 1              , 爺 : 17             , 
串 : 29             , 鱧 : 1              , 痒 : 6              , 掻 : 21             , 晋 : 28             , 
茨 : 30             , 甘 : 279            , 筑 : 25             , 閲 : 41             , 伯 : 72             , 
顎 : 49             , 窟 : 105            , 帽 : 152            , 楓 : 10             , 麗 : 80             , 
綿 : 120            , 盲 : 95             , 蝦 : 12             , 夷 : 25             , 蹄 : 17             , 
挟 : 111            , 繋 : 84             , 架 : 215            , 曖 : 35             , 昧 : 38             , 
綻 : 35             , 沿 : 448            , 倣 : 41             , 輻 : 5              , 蜜 : 79             , 
窮 : 20             , 詮 : 7              , 悼 : 29             , 妃 : 59             , 邇 : 3              , 
稔 : 3              , 牌 : 22             , 縦 : 114            , 氣 : 5              , 霜 : 21             , 
迦 : 27             , 簿 : 46             , 帖 : 33             , 腎 : 89             , 恩 : 86             , 
蒙 : 31             , 湿 : 210            , 謀 : 92             , 銃 : 344            , 騎 : 145            , 
叩 : 127            , 嶋 : 19             , 尚 : 26             , 毅 : 20             , 痺 : 41             , 
橿 : 1              , 己 : 214            , 綬 : 2              , 褒 : 61             , 陀 : 15             , 
斬 : 41             , 羹 : 7              , 雁 : 20             , 乃 : 19             , 葡 : 52             , 
萄 : 52             , 屏 : 12             , 磐 : 22             , 芯 : 24             , 騙 : 47             , 
詐 : 84             , 欺 : 99             , 錬 : 31             , 萩 : 25             , 朔 : 9              , 
亭 : 63             , 沼 : 81             , 騏 : 2              , 愁 : 6              , 嘆 : 29             , 
梶 : 19             , 刃 : 106            , 鎬 : 2              , 鑿 : 3              , 戴 : 23             , 
努 : 198            , 鯛 : 44             , 廬 : 1              , 踵 : 15             , 砧 : 5              , 
鐙 : 4              , 枡 : 7              , 悩 : 98             , 倶 : 17             , 澤 : 47             , 
侍 : 30             , 鯉 : 26             , 姚 : 2              , 騰 : 74             , 瓜 : 20             , 
煉 : 4              , 煽 : 12             , 袱 : 2              , 鶯 : 4              , 綺 : 57             , 
癌 : 45             , 燈 : 8              , 椒 : 45             , 絹 : 38             , 謄 : 2              , 
騒 : 113            , 賠 : 54             , 鯰 : 3              , 箪 : 22             , 奨 : 204            , 
励 : 95             , 楕 : 43             , 丼 : 40             , 劾 : 19             , 穢 : 4              , 
禊 : 2              , 腺 : 52             , 亢 : 4              , 貌 : 23             , 懲 : 28             , 
鱠 : 1              , 傘 : 86             , 稽 : 23             , 鴈 : 1              , 痢 : 22             , 
愕 : 4              , 甥 : 38             , 暁 : 18             , 狙 : 112            , 巡 : 177            , 
致 : 206            , 掟 : 6              , 縛 : 56             , 索 : 283            , 嗣 : 12             , 
癒 : 38             , 挿 : 84             , 尼 : 18             , 揚 : 193            , 斜 : 119            , 
臑 : 1              , 絆 : 59             , 叡 : 9              , 倖 : 4              , 來 : 21             , 
炊 : 60             , 鉾 : 2              , 弧 : 43             , 嘘 : 187            , 望 : 731            , 
梯 : 20             , 蠣 : 14             , 俺 : 1063           , 牒 : 2              , 旨 : 21             , 
芹 : 5              , 鰊 : 1              , 霞 : 10             , 請 : 211            , 隻 : 79             , 
釆 : 1              , 鉈 : 2              , 掏 : 1              , 摸 : 2              , 寧 : 28             , 
狸 : 30             , 鵺 : 4              , 搦 : 2              , 叫 : 101            , 析 : 580            , 
遂 : 133            , 凍 : 224            , 枠 : 127            , 悔 : 72             , 訟 : 88             , 
逮 : 99             , 礁 : 49             , 矯 : 19             , 頑 : 106            , 沫 : 16             , 
憐 : 10             , 巷 : 9              , 國 : 11             , 困 : 389            , 佳 : 28             , 
筰 : 7              , 鮒 : 9              , 馳 : 22             , 託 : 89             , 痙 : 9              , 
攣 : 9              , 鞘 : 16             , 丙 : 4              , 喫 : 166            , 祇 : 14             , 
祐 : 23             , 薀 : 2              , 或 : 7              , 裔 : 6              , 醒 : 20             , 
妄 : 24             , 餓 : 53             , 穏 : 82             , 伐 : 33             , 輿 : 11             , 
泊 : 146            , 隙 : 33             , 剃 : 34             , 虞 : 3              , 稚 : 60             , 
脳 : 395            , 笹 : 19             , 瓦 : 16             , 滸 : 6              , 坪 : 5              , 
逍 : 3              , 遥 : 12             , 汽 : 31             , 雌 : 46             , 胚 : 17             , 
顧 : 386            , 瘍 : 56             , 椛 : 2              , 蟷 : 6              , 螂 : 6              , 
缶 : 153            , 零 : 38             , 洒 : 4              , 叔 : 54             , 滓 : 1              , 
恆 : 1              , 叱 : 14             , 樋 : 10             , 閻 : 5              , 葵 : 24             , 
庇 : 6              , 伽 : 15             , 椀 : 12             , 櫂 : 2              , 裴 : 1              , 
擁 : 85             , 概 : 421            , 蜻 : 9              , 蛉 : 8              , 劫 : 4              , 
樅 : 5              , 贄 : 19             , 傭 : 13             , 蝙 : 6              , 蝠 : 6              , 
克 : 57             , 帚 : 2              , 賑 : 17             , 隷 : 168            , 晃 : 11             , 
膾 : 1              , 敢 : 48             , 答 : 669            , 鰒 : 2              , 鰻 : 8              , 
擦 : 77             , 楝 : 1              , 泰 : 22             , 鬱 : 34             , 鴻 : 3              , 
酎 : 11             , 聳 : 1              , 聡 : 24             , 搭 : 241            , 稀 : 29             , 
希 : 295            , 倫 : 103            , 挫 : 26             , 椅 : 195            , 魑 : 2              , 
魅 : 202            , 魍 : 2              , 魎 : 2              , 穀 : 130            , 輩 : 98             , 
撤 : 93             , 巧 : 41             , 賄 : 25             , 賂 : 14             , 窃 : 9              , 
抑 : 254            , 堪 : 28             , 哩 : 3              , 晦 : 14             , 嫉 : 36             , 
妬 : 42             , 糟 : 6              , 糠 : 13             , 崑 : 2              , 愴 : 5              , 
盾 : 63             , 謁 : 4              , 蜀 : 7              , 尿 : 163            , 縞 : 33             , 
駐 : 200            , 虻 : 6              , 蜘 : 42             , 蛛 : 42             , 凰 : 10             , 
癖 : 25             , 絣 : 3              , 梁 : 74             , 棟 : 54             , 荼 : 3              , 
疲 : 179            , 慨 : 14             , 坑 : 17             , 尉 : 66             , 凹 : 26             , 
凸 : 25             , 橙 : 16             , 炬 : 4              , 飴 : 74             , 匂 : 75             , 
渇 : 40             , 鴛 : 7              , 鴦 : 6              , 澱 : 5              , 酷 : 89             , 
厳 : 253            , 枸 : 1              , 櫞 : 1              , 啖 : 2              , 呵 : 6              , 
檎 : 8              , 虐 : 91             , 俯 : 2              , 顕 : 119            , 砺 : 2              , 
椋 : 7              , 蝉 : 14             , 壬 : 11             , 申 : 272            , 埴 : 5              , 
攘 : 7              , 蕾 : 11             , 梢 : 7              , 囚 : 73             , 楳 : 5              , 
楊 : 26             , 恨 : 33             , 淳 : 18             , 榎 : 6              , 瑞 : 7              , 
坩 : 3              , 堝 : 3              , 藷 : 3              , 僻 : 3              , 闇 : 107            , 
充 : 267            , 羞 : 5              , 眸 : 4              , 皓 : 4              , 畿 : 12             , 
麿 : 5              , 宵 : 6              , 梵 : 5              , 曇 : 41             , 蕗 : 5              , 
纂 : 34             , 阻 : 114            , 栩 : 2              , 括 : 97             , 誠 : 89             , 
迄 : 4              , 擲 : 13             , 殆 : 14             , 朗 : 34             , 蕎 : 31             , 
燧 : 2              , 募 : 68             , 巳 : 5              , 鯖 : 10             , 摘 : 137            , 
鞭 : 32             , 芙 : 3              , 槙 : 3              , 鈎 : 1              , 譚 : 26             , 
荷 : 533            , 矛 : 46             , 楚 : 13             , 溜 : 29             , 拒 : 131            , 
否 : 315            , 澄 : 29             , 犀 : 3              , 拭 : 48             , 姪 : 17             , 
嬰 : 7              , 弔 : 8              , 臂 : 1              , 嵌 : 3              , 恣 : 5              , 
竈 : 7              , 享 : 23             , 斥 : 18             , 痴 : 14             , 醍 : 15             , 
醐 : 15             , 賜 : 7              , 鮎 : 19             , 箇 : 359            , 俸 : 5              , 
厨 : 35             , 箭 : 1              , 鹸 : 58             , 饅 : 7              , 膏 : 17             , 
穣 : 10             , 傍 : 34             , 屁 : 7              , 欽 : 7              , 栞 : 5              , 
圭 : 18             , 砕 : 71             , 棄 : 166            , 紡 : 20             , 慰 : 28             , 
鱒 : 12             , 慄 : 1              , 侠 : 2              , 熙 : 2              , 痕 : 52             , 
鋸 : 6              , 紛 : 141            , 苛 : 14             , 稿 : 107            , 儒 : 20             , 
已 : 17             , 桔 : 3              , 梗 : 10             , 璧 : 118            , 嬢 : 53             , 
赳 : 8              , 茸 : 8              , 而 : 22             , 冦 : 1              , 秤 : 22             , 
戚 : 22             , 舵 : 60             , 咸 : 2              , 竦 : 1              , 漕 : 70             , 
絢 : 2              , 峯 : 6              , 附 : 7              , 徐 : 94             , 吟 : 18             , 
唖 : 3              , 扮 : 19             , 妥 : 52             , 閤 : 2              , 咫 : 9              , 
臼 : 20             , 瘡 : 2              , 雰 : 74             , 宋 : 11             , 熹 : 1              , 
灸 : 6              , 詔 : 2              , 禽 : 9              , 遡 : 53             , 嚇 : 21             , 
蛯 : 4              , 應 : 9              , 臍 : 3              , 蹲 : 2              , 踞 : 2              , 
杏 : 19             , 蛸 : 3              , 凧 : 58             , 冤 : 4              , 讃 : 17             , 
掴 : 27             , 鷲 : 12             , 椰 : 2              , 怨 : 3              , 帆 : 51             , 
鎚 : 4              , 仇 : 8              , 懇 : 11             , 紳 : 30             , 謖 : 5              , 
頬 : 20             , 夾 : 1              , 俣 : 3              , 鰯 : 7              , 怜 : 3              , 
虔 : 4              , 尖 : 47             , 麒 : 6              , 麟 : 7              , 閑 : 10             , 
萼 : 3              , 雉 : 5              , 簀 : 4              , 銚 : 6              , 犠 : 123            , 
牲 : 123            , 妨 : 76             , 拘 : 50             , 舒 : 3              , 轟 : 5              , 
朦 : 3              , 朧 : 5              , 朕 : 3              , 琢 : 5              , 釧 : 9              , 
悠 : 7              , 顛 : 3              , 雫 : 4              , 脩 : 3              , 僚 : 155            , 
班 : 22             , 屑 : 10             , 焙 : 33             , 淹 : 28             , 塹 : 14             , 
壕 : 25             , 煕 : 3              , 檸 : 13             , 檬 : 13             , 舳 : 9              , 
艫 : 2              , 剪 : 12             , 醸 : 109            , 悦 : 3              , 瞼 : 7              , 
鰓 : 5              , 箏 : 5              , 峙 : 8              , 択 : 596            , 溥 : 1              , 
灌 : 14             , 耗 : 39             , 磯 : 9              , 爾 : 6              , 稙 : 2              , 
賦 : 2              , 渕 : 9              , 蝸 : 1              , 砥 : 3              , 彅 : 2              , 
祚 : 2              , 蟄 : 1              , 蛎 : 1              , 篩 : 4              , 萎 : 4              , 
蜃 : 5              , 鐵 : 3              , 允 : 3              , 匡 : 2              , 弄 : 5              , 
盃 : 2              , 琳 : 4              , 諭 : 11             , 棲 : 27             , 苑 : 20             , 
陛 : 27             , 痣 : 5              , 咳 : 28             , 祓 : 5              , 彬 : 4              , 
槐 : 3              , 歓 : 54             , 衿 : 4              , 諾 : 19             , 偽 : 114            , 
挽 : 53             , 髭 : 22             , 祀 : 13             , 蝋 : 28             , 燭 : 11             , 
捉 : 76             , 欄 : 16             , 楔 : 25             , 箕 : 4              , 繍 : 14             , 
謳 : 9              , 斯 : 7              , 畠 : 3              , 該 : 52             , 奔 : 12             , 
眞 : 6              , 棘 : 27             , 靫 : 2              , 棍 : 5              , 鐚 : 1              , 
拐 : 68             , 戊 : 9              , 郭 : 19             , 發 : 5              , 惹 : 49             , 
猶 : 14             , 壮 : 56             , 呆 : 10             , 躁 : 3              , 奄 : 8              , 
疎 : 43             , 把 : 96             , 汲 : 11             , 剰 : 84             , 瑛 : 1              , 
寡 : 17             , 褥 : 1              , 佑 : 8              , 翡 : 2              , 翠 : 6              , 
舁 : 1              , 珊 : 22             , 瑚 : 22             , 腔 : 50             , 艇 : 48             , 
砌 : 1              , 炒 : 49             , 偐 : 1              , 狆 : 1              , 眩 : 7              , 
藪 : 8              , 檀 : 9              , 酉 : 4              , 睛 : 3              , 紘 : 3              , 
槇 : 4              , 鞍 : 15             , 鞐 : 2              , 垓 : 5              , 嶺 : 14             , 
脅 : 213            , 笙 : 3              , 寵 : 7              , 濠 : 5              , 崗 : 17             , 
凄 : 18             , 雹 : 13             , 霰 : 1              , 樟 : 2              , 熨 : 4              , 
腱 : 40             , 剖 : 42             , 冨 : 2              , 埃 : 33             , 逞 : 8              , 
潘 : 2              , 伍 : 8              , 氾 : 8              , 濫 : 11             , 牢 : 67             , 
鼠 : 31             , 廟 : 18             , 廿 : 4              , 裟 : 6              , 隋 : 6              , 
吏 : 12             , 嗅 : 46             , 恕 : 1              , 蟇 : 3              , 堆 : 70             , 
屠 : 9              , 蔓 : 46             , 袈 : 5              , 鸞 : 7              , 套 : 12             , 
喝 : 16             , 絃 : 3              , 鞨 : 1              , 鉦 : 1              , 甕 : 2              , 
鯵 : 2              , 撫 : 22             , 粛 : 16             , 蕩 : 8              , 繚 : 1              , 
媚 : 16             , 亦 : 1              , 鱈 : 3              , 蓑 : 3              , 茴 : 1              , 
贅 : 14             , 噂 : 45             , 杭 : 12             , 撥 : 8              , 舘 : 3              , 
銈 : 1              , 丞 : 1              , 聶 : 1              , 薔 : 11             , 薇 : 11             , 
拏 : 1              , 玻 : 1              , 躊 : 8              , 躇 : 8              , 楡 : 5              , 
嬉 : 76             , 侯 : 26             , 捲 : 2              , 庚 : 2              , 崖 : 36             , 
禧 : 2              , 趣 : 125            , 氓 : 5              , 薦 : 40             , 憾 : 2              , 
饒 : 1              , 鋏 : 15             , 幀 : 1              , 訂 : 38             , 梓 : 8              , 
酪 : 20             , 碼 : 1              , 麹 : 14             , 實 : 3              , 蜉 : 1              , 
蝣 : 1              , 摺 : 6              , 屯 : 8              , 榮 : 3              , 麩 : 2              , 
紗 : 12             , 兌 : 1              , 爛 : 2              , 柯 : 3              , 憧 : 27             , 
﨑 : 4              , 嫡 : 9              , 閏 : 3              , 怯 : 12             , 蚕 : 10             , 
